Sample,x,y
1,978.42,-16.606573
1,979.8,-17.885159
1,981.18,-19.411924
1,982.56,-21.582581
1,983.94,-23.616194
1,985.32,-25.809174
1,986.7,-27.595631
1,988.08,-29.704227
1,989.46,-31.642185
1,990.84,-33.617191
1,992.22,-35.459427
1,993.6,-37.656033
1,994.98,-40.489914
1,996.36,-43.297508
1,997.74,-45.848064
1,999.12,-47.860298
1,1000.5,-49.585159
1,1001.88,-51.048218
1,1003.26,-52.346481
1,1004.64,-53.756741
1,1006.02,-55.144596
1,1007.4,-56.296875
1,1008.78,-57.370178
1,1010.16,-58.268024
1,1011.54,-58.95364
1,1012.92,-59.01321
1,1014.3,-58.674614
1,1015.68,-58.286728
1,1017.06,-58.083862
1,1018.44,-55.54459
1,1019.82,-54.459324
1,1021.2,-53.888824
1,1022.58,-53.472488
1,1023.96,-53.09383
1,1025.34,-52.709549
1,1026.72,-52.298576
1,1028.1,-51.841351
1,1029.48,-51.310226
1,1030.86,-50.656242
1,1032.24,-49.838089
1,1033.62,-48.806885
1,1035,-47.523254
1,1036.38,-45.95578
1,1037.76,-44.215546
1,1039.14,-42.325592
1,1040.52,-40.179092
1,1041.9,-37.481281
1,1043.28,-35.08979
1,1044.66,-33.233257
1,1046.04,-32.529091
1,1047.42,-32.308319
1,1048.8,-32.379761
1,1050.18,-32.745502
1,1051.56,-34.990524
1,1052.94,-36.751793
1,1054.32,-37.800247
1,1055.7,-40.042412
1,1057.08,-42.926277
1,1058.46,-45.470772
1,1059.84,-46.500397
1,1061.22,-47.354111
1,1062.6,-48.107384
1,1063.98,-48.754128
1,1065.36,-49.319229
1,1066.74,-49.861183
1,1068.12,-50.405441
1,1069.5,-50.94804
1,1070.88,-51.451656
1,1072.26,-51.90036
1,1073.64,-52.310394
1,1075.02,-52.756409
1,1076.4,-53.323475
1,1077.78,-54.151131
1,1079.16,-55.205593
1,1080.54,-56.445229
1,1081.92,-57.779846
1,1083.3,-58.883598
1,1084.68,-59.575428
1,1086.06,-59.953373
1,1087.44,-54.774998
1,1088.82,-53.58947
1,1090.2,-50.195358
1,1091.58,-48.345577
1,1092.96,-46.275967
1,1094.34,-41.956528
1,1095.72,-41.992363
1,1097.1,-42.037014
1,1098.48,-42.088837
1,1099.86,-42.142303
1,1101.24,-42.197178
1,1102.62,-42.264065
1,1104,-42.363865
1,1105.38,-42.525932
1,1106.76,-42.789223
1,1108.14,-43.232319
1,1109.52,-43.997887
1,1110.9,-39.160141
1,1112.28,-34.509762
1,1113.66,-28.867706
1,1115.04,-23.830948
1,1116.42,-19.062111
1,1117.8,-15.353031
1,1119.18,-10.485117
1,1120.56,-2.309174
1,1121.94,5.125219
1,1123.32,11.982755
1,1124.7,15.066971
1,1126.08,19.45719
1,1127.46,23.577656
1,1128.84,27.638397
1,1130.22,30.268791
1,1131.6,32.856258
1,1132.98,35.915085
1,1134.36,35.916786
1,1135.74,35.916885
1,1137.12,35.940826
1,1138.5,35.994835
1,1139.88,36.085854
1,1141.26,36.234222
1,1142.64,36.470245
1,1144.02,36.822784
1,1145.4,37.285591
1,1146.78,37.803116
1,1148.16,38.295448
1,1149.54,38.655228
1,1150.92,38.764824
1,1152.3,38.593864
1,1153.68,38.172432
1,1155.06,37.556725
1,1156.44,36.836647
1,1157.82,36.149597
1,1159.2,35.574356
1,1160.58,35.136314
1,1161.96,34.818199
1,1163.34,34.581329
1,1164.72,36.477505
1,1166.1,37.629288
1,1167.48,38.557877
2,0,-10.86657
2,1.38,-9.695122
2,2.76,-8.356316
2,4.14,-12.710442
2,5.52,-14.29068
2,6.9,-20.967997
2,8.28,-31.097792
2,9.66,-43.195736
2,11.04,-54.509666
2,12.42,-53.723213
2,13.8,-53.338791
2,15.18,-53.219193
2,16.56,-53.336506
2,17.94,-53.701607
2,19.32,-54.314674
2,20.7,-55.118408
2,22.08,-56.036469
2,23.46,-56.964188
2,24.84,-57.79929
2,26.22,-58.469772
2,27.6,-59.026375
2,28.98,-59.637985
2,30.36,-60.521236
2,31.74,-62.117764
2,33.12,-64.413536
2,34.5,-65.96907
2,35.88,-67.13765
2,37.26,-65.60865
2,38.64,-64.658051
2,40.02,-63.140423
2,41.4,-60.637104
2,42.78,-58.348896
2,44.16,-56.857529
2,45.54,-56.174465
2,46.92,-55.145275
2,48.3,-53.78426
2,49.68,-52.438145
2,51.06,-50.136551
2,52.44,-47.31678
2,53.82,-43.823753
2,55.2,-38.763535
2,56.58,-32.400059
2,57.96,-26.153725
2,59.34,-20.804987
2,60.72,-15.307726
2,62.1,-9.84164
2,63.48,-5.70434
2,64.86,-2.892959
2,66.24,-0.459397
2,67.62,1.527828
2,69,4.075958
2,70.38,4.138245
2,71.76,4.248947
2,73.14,4.440842
2,74.52,4.759033
2,75.9,5.300636
2,77.28,6.335403
2,78.66,7.984772
2,80.04,9.644028
2,81.42,10.938339
2,82.8,11.882538
2,84.18,12.517128
2,85.56,13.000198
2,86.94,13.471214
2,88.32,14.05043
2,89.7,14.782646
2,91.08,32.467327
2,92.46,47.536057
2,93.84,61.043972
2,95.22,73.830925
2,96.6,83.977097
2,97.98,90.349289
2,99.36,90.444672
2,100.74,90.533295
2,102.12,90.614548
2,103.5,90.686523
2,104.88,90.751953
2,106.26,90.818619
2,107.64,90.891769
2,109.02,90.971298
2,110.4,91.060059
2,111.78,91.176163
2,113.16,91.346207
2,114.54,91.558929
2,115.92,91.800171
2,117.3,92.157822
2,118.68,92.618439
2,120.06,92.953857
2,121.44,93.02977
2,122.82,92.85939
2,124.2,92.417465
2,125.58,91.586929
2,126.96,90.140656
2,128.34,88.085098
2,129.72,86.335602
2,131.1,85.350922
2,132.48,84.844528
2,133.86,84.550674
2,135.24,84.369797
2,136.62,84.253815
2,138,84.179245
2,139.38,84.130676
2,140.76,84.091415
2,142.14,87.579506
2,143.52,89.635712
2,144.9,91.292847
2,146.28,92.626686
2,147.66,93.952957
2,149.04,94.654388
2,150.42,96.408623
2,151.8,97.968002
2,153.18,97.689491
2,154.56,95.478432
2,155.94,93.00618
2,157.32,91.889191
2,158.7,91.027443
2,160.08,89.866074
2,161.46,89.517975
2,162.84,88.959007
2,164.22,86.837852
2,165.6,82.877457
2,166.98,78.697578
2,168.36,76.419624
2,169.74,75.286171
2,171.12,75.954559
2,172.5,77.787987
2,173.88,80.191315
